"dish_liked","cuisine_type","location","restuarant_type"
"Crab Soup","Goan","Kumaraswamy Layout","Casual Dining"
"Crab Soup","Goan","HSR","Casual Dining"
"Crab Soup","Goan","Indiranagar","Casual Dining"
"Crab Sukha","Andhra","Sarjapur Road","Casual Dining"
"Crab Sukha","Andhra","JP Nagar","Quick Bites"
"Crab Sukha","Andhra","Electronic City","Casual Dining"
"Crab Sukha","Andhra","Bannerghatta Road","Casual Dining"
"Crab Sushi","Asian","Indiranagar","Casual Dining"
"Crab Sushi","Asian","Indiranagar"," Bar"
"Crab Sushi","Asian","Marathahalli","Casual Dining"
"Crab Toast","Chettinad","Indiranagar","Casual Dining"
"Crab Toast","Chettinad","Whitefield","Casual Dining"
"Crab Toast","Chettinad","Indiranagar","Quick Bites"
"Crabmeat Soup","Chinese","Brigade Road","Casual Dining"
"Crabmeat Soup","Chinese","Kalyan Nagar","Casual Dining"
"Crabmeat Soup","Chinese","Sarjapur Road","Casual Dining"
"Crabmeat Soup","Chinese","Indiranagar","Casual Dining"
"Crabmeat Soup","Chinese","MG Road","Fine Dining"
"Crackling Spinach","Chinese","Kalyan Nagar","Casual Dining"
"Craft Beer","Continental","HSR","Bar"
"Craft Beer","Continental","Kalyan Nagar","Microbrewery"
"Craft Beer","Continental","Kalyan Nagar"," Casual Dining"
"Craft Beer","Continental","Indiranagar","Microbrewery"
"Craft Beer","Continental","Indiranagar"," Pub"
"Craft Beer","Continental","Koramangala 5th Block","Casual Dining"
"Craft Beer","Continental","Koramangala 5th Block"," Pub"
"Craft Beer","Continental","Koramangala 5th Block","Microbrewery"
"Craft Beer","Continental","Koramangala 5th Block"," Casual Dining"
"Craft Beer","Continental","Sarjapur Road","Microbrewery"
"Craft Beer","Continental","Sarjapur Road"," Casual Dining"
"Craft Beer","Continental","Residency Road","Microbrewery"
"Craft Beer","Continental","Residency Road"," Casual Dining"
"Craft Beer","Continental","Koramangala 6th Block","Lounge"
"Craft Beer","Continental","Koramangala 6th Block"," Microbrewery"
"Craft Beer","Continental","Whitefield","Microbrewery"
"Craft Beer","Continental","Whitefield"," Pub"
"Craft Beer","Continental","Marathahalli","Bar"
"Craft Beer","Continental","Marathahalli"," Casual Dining"
"Craft Beer","Continental","Brigade Road","Pub"
"Craft Beer","Continental","Brigade Road"," Microbrewery"
"Craft Beer","Continental","JP Nagar","Microbrewery"
"Craft Beer","Continental","Whitefield","Pub"
"Craft Beer","Continental","Whitefield"," Microbrewery"
"Craft Beer","Continental","BTM","Casual Dining"
"Craft Beer","Continental","BTM"," Microbrewery"
"Craft Beer","Continental","HSR"," Casual Dining"
"Craft Beer","Continental","Sarjapur Road"," Pub"
"Craft Beer","Continental","Lavelle Road","Pub"
"Craft Beer","Continental","Lavelle Road"," Microbrewery"
"Craft Beer","Continental","Marathahalli","Microbrewery"
"Craft Beer","Continental","Marathahalli"," Pub"
"Craft Beer","Continental","Koramangala 5th Block"," Microbrewery"
"Craft Beer","Continental","Marathahalli","Pub"
"Craft Beer","Continental","Electronic City","Microbrewery"
"Craft Beer","Continental","Bannerghatta Road","Microbrewery"
"Craft Beer","Continental","Bannerghatta Road"," Casual Dining"
"Craft Beer","Continental","Whitefield","Casual Dining"
"Cream Cake","Desserts","Indiranagar","Dessert Parlor"
"Cream Cake","Desserts","Koramangala 4th Block","Dessert Parlor"
"Cream Mango","Beverages","Koramangala 5th Block","Beverage Shop"
"Cream Mango","Beverages","Koramangala 5th Block"," Quick Bites"
"Cream Soup","Steak","Whitefield","Casual Dining"
"Cream Soup","Steak","Whitefield"," Cafe"
"Creamy Mushroom Pasta","Pizza","HSR","Quick Bites"
"Creamy Vanilla Ice Cream","Ice Cream","Basavanagudi","Dessert Parlor"
"Creme Brulee","Asian","Sankey Road","Fine Dining"
"Creme Brulee","Asian","Lavelle Road","Casual Dining"
"Creme Brulee","Asian","Lavelle Road"," Bar"
"Creme Brulee","Asian","MG Road","Bar"
"Creme Brulee","Asian","MG Road"," Casual Dining"
"Creme Brulee","Asian","Indiranagar","Casual Dining"
"Creme Brulee","Asian","Indiranagar"," Bar"
"Creme Brulee","Asian","Koramangala 3rd Block","Fine Dining"
"Creme Brulee","Asian","Old Airport Road","Fine Dining"
"Creme Brulee","Asian","Whitefield","Casual Dining"
"Creme Brulee","Asian","New BEL Road","Cafe"
"Creme Caramel","French","Thippasandra","Quick Bites"
"Crepe","Cafe","JP Nagar","Dessert Parlor"
"Crepe","Cafe","Koramangala 4th Block","Casual Dining"
"Crepe","Cafe","Banashankari","Cafe"
"Crepe","Cafe","Kalyan Nagar","Cafe"
"Crepe","Cafe","Electronic City","Casual Dining"
"Crepe","Cafe","Whitefield","Casual Dining"
"Crepe","Cafe","Koramangala 1st Block","Quick Bites"
"Crepe Suzette","BBQ","Whitefield","Casual Dining"
"Crispy Babycorn","Biryani","Koramangala 7th Block","Casual Dining"
"Crispy Babycorn","Biryani","Koramangala 5th Block","Casual Dining"
"Crispy Chicken","Cafe","Indiranagar","Quick Bites"
"Crispy Chicken","Cafe","Koramangala 7th Block","Quick Bites"
"Crispy Chicken","Cafe","BTM","Casual Dining"
"Crispy Chicken","Cafe","Banashankari","Cafe"
"Crispy Chicken","Cafe","Whitefield","Casual Dining"
"Crispy Chicken","Cafe","Whitefield"," Bar"
"Crispy Chicken","Cafe","HSR","Cafe"
"Crispy Chicken","Cafe","Malleshwaram","Lounge"
"Crispy Chicken","Cafe","Bannerghatta Road","Quick Bites"
"Crispy Chicken","Cafe","Brookefield","Quick Bites"
"Crispy Chicken","Cafe","Ulsoor","Casual Dining"
"Crispy Chicken","Cafe","Kammanahalli","Quick Bites"
"Crispy Chicken","Cafe","Basaveshwara Nagar","Casual Dining"
"Crispy Chicken","Cafe","Jayanagar","Quick Bites"
"Crispy Chicken","Cafe","Marathahalli","Quick Bites"
"Crispy Chicken","Cafe","HSR","Quick Bites"
"Crispy Chicken","Cafe","Indiranagar","Casual Dining"
"Crispy Chicken","Cafe","Cunningham Road","Quick Bites"
"Crispy Chicken","Cafe","JP Nagar","Takeaway"
"Crispy Chicken","Cafe","JP Nagar"," Delivery"
"Crispy Chicken","Cafe","Thippasandra","Casual Dining"
"Crispy Chicken","Cafe","Sarjapur Road","Quick Bites"
"Crispy Chicken Salad","Cafe","Sahakara Nagar","Cafe"
"Crispy Chilli Babycorn","Arabian","BTM","Casual Dining"
"Crispy Chilli Chicken","Chinese","Cunningham Road","Casual Dining"
"Crispy Chilli Corn","North Indian","Indiranagar","Microbrewery"
"Crispy Chilli Corn","North Indian","Indiranagar"," Pub"
"Crispy Chilli Potatoes","Arabian","BTM","Casual Dining"
"Crispy Chilli Potatoes","Arabian","Koramangala 5th Block","Casual Dining"
"Crispy Corn","North Indian","Koramangala 4th Block","Casual Dining"
"Crispy Corn","North Indian","Indiranagar","Casual Dining"
"Crispy Corn","North Indian","Indiranagar"," Cafe"
"Crispy Corn","North Indian","JP Nagar","Pub"
"Crispy Corn","North Indian","JP Nagar"," Bar"
"Crispy Corn","North Indian","Sarjapur Road","Bar"
"Crispy Corn","North Indian","Sarjapur Road"," Casual Dining"
"Crispy Corn","North Indian","Kalyan Nagar","Casual Dining"
"Crispy Corn","North Indian","Ulsoor","Casual Dining"
"Crispy Corn","North Indian","Cunningham Road","Pub"
"Crispy Corn","North Indian","Cunningham Road"," Cafe"
"Crispy Corn","North Indian","BTM","Casual Dining"
"Crispy Corn","North Indian","BTM"," Bar"
"Crispy Corn","North Indian","Marathahalli","Casual Dining"
"Crispy Corn","North Indian","Marathahalli"," Bar"
"Crispy Corn","North Indian","Electronic City","Casual Dining"
"Crispy Corn","North Indian","Jayanagar","Casual Dining"
"Crispy Corn","North Indian","Banashankari","Casual Dining"
"Crispy Corn","North Indian","Marathahalli","Pub"
"Crispy Corn","North Indian","Marathahalli"," Casual Dining"
"Crispy Dosa","South Indian","Basavanagudi","Quick Bites"
"Crispy Dosa","South Indian","Malleshwaram","Quick Bites"
"Crispy Fried Chicken","Biryani","Basavanagudi","Casual Dining"
"Crispy Honey Chicken","Chinese","Koramangala 5th Block","Quick Bites"
"Crispy Honey Chicken","Chinese","BTM","Casual Dining"
"Crispy Honey Chicken","Chinese","Koramangala 7th Block","Casual Dining"
"Crispy Honey Chilli Chicken","Chinese","Koramangala 6th Block","Casual Dining"
"Crispy Lotus Stem","Chinese","MG Road","Fine Dining"
"Crispy Lotus Stem","Chinese","Indiranagar","Casual Dining"
"Crispy Masala Dosa","South Indian","Brigade Road","Quick Bites"
"Crispy Masala Dosa","South Indian","Majestic","Quick Bites"
"Crispy Masala Dosa","South Indian","Basavanagudi","Quick Bites"
"Crispy Noodle","Chinese","Whitefield","Casual Dining"
"Crispy Noodle","Chinese","Brookefield","Casual Dining"
"Crispy Noodle","Chinese","Frazer Town","Casual Dining"
"Crispy Noodle","Chinese","New BEL Road","Quick Bites"
"Crispy Okra","Parsi","Lavelle Road","Casual Dining"
"Crispy Okra","Parsi","Lavelle Road"," Irani Cafee"
"Crispy Onion Rings","North Indian","Whitefield","Casual Dining"
"Crispy Onion Rings","North Indian","Whitefield"," Bar"
"Crispy Pork","North Eastern","Church Street","Casual Dining"
"Crispy Prawns","Asian","MG Road","Bar"
"Crispy Prawns","Asian","MG Road"," Casual Dining"
"Crispy Prawns","Asian","MG Road","Fine Dining"
"Crispy Spinach Chicken","Chinese","Richmond Road","Casual Dining"
"Crispy Spinach Chicken","Chinese","Frazer Town","Casual Dining"
"Crispy Tacos","Mexican","Brookefield","Quick Bites"
"Crispy Thread Paneer","Chinese","Whitefield","Casual Dining"
"Crispy Vada","South Indian","Malleshwaram","Quick Bites"
"Crispy Vada","South Indian","Basavanagudi","Quick Bites"
"Crispy Vada","South Indian","Jayanagar","Quick Bites"
"Crispy Vada","South Indian","Vijay Nagar","Quick Bites"
"Crispy Veg Burger","Burger","Rajajinagar","Quick Bites"
"Crispy Veg Burger","Burger","Bannerghatta Road","Quick Bites"
"Crispy Water Chestnuts","Finger Food","Koramangala 5th Block","Pub"
"Crispy Water Chestnuts","Finger Food","Koramangala 5th Block"," Bar"
"Croissant","Bakery","Indiranagar","Bakery"
"Croissant","Bakery","Indiranagar"," Dessert Parlor"
"Croissant","Bakery","Race Course Road","Dessert Parlor"
"Croissants","Healthy Food","Bannerghatta Road","Delivery"
"Croissants","Healthy Food","Indiranagar","Cafe"
"Croissants","Healthy Food","Malleshwaram","Fine Dining"
"Croissants","Healthy Food","Whitefield","Casual Dining"
"Croissants","Healthy Food","Lavelle Road","Bakery"
"Croissants","Healthy Food","Lavelle Road"," Cafe"
"Croissants","Healthy Food","Indiranagar"," Dessert Parlor"
"Croissants","Healthy Food","Richmond Road","Fine Dining"
"Crunchy Veg Burger","Cafe","Indiranagar","Cafe"
"Crunchy Veg Burger","Cafe","Indiranagar"," Casual Dining"
"Crunchy Veg Burger","Cafe","JP Nagar","Cafe"
"Crunchy Veg Burger","Cafe","Bannerghatta Road","Quick Bites"
"Crunchy Waffles","Desserts","Malleshwaram","Food Court"
"Crunchy Waffles","Desserts","Bannerghatta Road","Kiosk"
"Cuban Mojito","Cafe","BTM","Cafe"
"Cuban Mojito","Cafe","BTM"," Quick Bites"
"Cucumber Juice","Healthy Food","Marathahalli","Casual Dining"
"Cucumber Juice","Healthy Food","JP Nagar","Casual Dining"
"Cucumber Salad","Chinese","Basaveshwara Nagar","Casual Dining"
"Cucumber Spritzer","European","Indiranagar","Casual Dining"
"Cup Cake","Bakery","Commercial Street","Takeaway"
"Cup Cake","Bakery","Commercial Street"," Delivery"
"Cup Cake","Bakery","Bannerghatta Road","Takeaway"
"Cup Cake","Bakery","Bannerghatta Road"," Delivery"
"Cup Cake","Bakery","Indiranagar","Cafe"
"Cup Cake","Bakery","Koramangala 4th Block","Bakery"
"Cup Cake","Bakery","Whitefield","Food Court"
"Cup Cake","Bakery","Indiranagar","Bakery"
"Cup Cake","Bakery","Banashankari","Dessert Parlor"
"Cup Cake","Bakery","HSR","Dessert Parlor"
"Cup Cake","Bakery","Koramangala 5th Block","Cafe"
"Cup Cake","Bakery","Sadashiv Nagar","Cafe"
"Cup Cake","Bakery","Sadashiv Nagar"," Bakery"
"Cup Cake","Bakery","Koramangala 4th Block","Dessert Parlor"
"Cup Cake","Bakery","Koramangala 4th Block"," Bakery"
"Cup Cake","Bakery","Indiranagar","Dessert Parlor"
"Cup Cake","Bakery","Indiranagar"," Cafe"
"Cup Cake","Bakery","Domlur","Delivery"
"Cup Cake","Bakery","Frazer Town","Bakery"
"Cup Cake","Bakery","Koramangala 5th Block","Quick Bites"
"Cup Cake","Bakery","Whitefield","Bakery"
"Cup Cake","Bakery","HBR Layout","Delivery"
"Cup Cake","Bakery","Lavelle Road","Dessert Parlor"
"Cup Cake","Bakery","Basaveshwara Nagar","Quick Bites"
"Cup Cake","Bakery","Malleshwaram","Cafe"
"Cup Cake","Bakery","Malleshwaram"," Dessert Parlor"
"Cup Cake","Bakery","Whitefield","Dessert Parlor"
"Cup Cake","Bakery","Old Airport Road","Delivery"
"Cup Cake","Bakery","Frazer Town"," Cafe"
"Cup Cake","Bakery","Indiranagar","Takeaway"
"Cup Cake","Bakery","Indiranagar"," Delivery"
"Cup Cake","Bakery","Indiranagar"," Quick Bites"
"Cup Cake","Bakery","HSR","Quick Bites"
"Cup Cake","Bakery","HSR"," Bakery"
"Cup Cake","Bakery","Malleshwaram","Bakery"
"Cup Cake","Bakery","Banashankari","Takeaway"
"Cup Cake","Bakery","Banashankari"," Delivery"
"Cup Cake","Bakery","Whitefield","Delivery"
"Cup Cake","Bakery","Whitefield"," Cafe"
"Cup Cake","Bakery","Frazer Town","Quick Bites"
"Cup Cake","Bakery","Frazer Town"," Bakery"
"Cup Cake","Bakery","HSR","Bakery"
"Cup Cake","Bakery","Sarjapur Road","Dessert Parlor"
"Cup Cake","Bakery","Jayanagar","Dessert Parlor"
"Cup Cake","Bakery","Koramangala 5th Block","Bakery"
"Cup Cake","Bakery","Bellandur","Dessert Parlor"
"Cup Cake","Bakery","Malleshwaram","Food Court"
"Cup Cake","Bakery","Koramangala 7th Block","Dessert Parlor"
"Cup Cake","Bakery","Residency Road","Dessert Parlor"
"Cup Cake","Bakery","BTM","Bakery"
"Cup Cake","Bakery","Basaveshwara Nagar","Casual Dining"
"Cup Cake","Bakery","Basaveshwara Nagar"," Cafe"
"Cup Cake","Bakery","MG Road","Dessert Parlor"
"Cup Cake","Bakery","JP Nagar","Delivery"
"Cup Cake","Bakery","Marathahalli","Bakery"
"Cup Cake","Bakery","BTM","Cafe"
"Cup Cake","Bakery","BTM"," Bakery"
"Cup Cake","Bakery","JP Nagar","Bakery"
"Curd Rice","South Indian","Whitefield","Quick Bites"
"Curd Rice","South Indian","Bannerghatta Road","Casual Dining"
"Curd Rice","South Indian","Residency Road","Casual Dining"
"Curd Rice","South Indian","Jayanagar","Casual Dining"
"Curd Rice","South Indian","Brigade Road","Quick Bites"
"Curd Rice","South Indian","Jeevan Bhima Nagar","Quick Bites"
"Curd Rice","South Indian","Marathahalli","Casual Dining"
"Curd Rice","South Indian","Mysore Road","Casual Dining"
"Curd Rice","South Indian","Rajajinagar","Casual Dining"
"Curd Rice","South Indian","Basavanagudi","Quick Bites"
"Curd Rice","South Indian","JP Nagar","Casual Dining"
"Curd Rice","South Indian","Vijay Nagar","Casual Dining"
"Curd Rice","South Indian","Koramangala 4th Block","Casual Dining"
"Curd Rice","South Indian","Koramangala 4th Block"," Bar"
"Curd Rice","South Indian","Whitefield","Casual Dining"
"Curd Rice","South Indian","Banashankari","Quick Bites"
"Curd Rice","South Indian","HSR","Quick Bites"
"Curd Rice","South Indian","Indiranagar","Casual Dining"
"Curd Rice","South Indian","Electronic City","Casual Dining"
"Curd Rice","South Indian","Sadashiv Nagar","Casual Dining"
"Curd Rice","South Indian","Bannerghatta Road","Quick Bites"
"Curd Rice","South Indian","Koramangala 5th Block","Casual Dining"
"Curd Rice","South Indian","Sarjapur Road","Casual Dining"
"Curd Rice","South Indian","Jayanagar","Quick Bites"
"Curd Rice","South Indian","Nagawara","Quick Bites"
"Curd Rice","South Indian","Yeshwantpur","Casual Dining"
"Curd Rice","South Indian","Basavanagudi","Casual Dining"
"Curd Vadai","South Indian","Basavanagudi","Casual Dining"
"Curd Vadai","South Indian","Malleshwaram","Quick Bites"
"Curry Crab","Seafood","Church Street","Casual Dining"
"Curry Crab","Seafood","Church Street"," Bar"
"Curry Crab","Seafood","Sarjapur Road","Casual Dining"
"Curry Crab","Seafood","Sarjapur Road"," Bar"
"Curry Crab","Seafood","Ulsoor","Casual Dining"
"Curry Crab","Seafood","Frazer Town","Casual Dining"
"Curry Leaf Chicken","Finger Food","Sarjapur Road","Microbrewery"
"Curry Leaf Chicken","Finger Food","Sarjapur Road"," Casual Dining"
"Custard","North Indian","JP Nagar","Quick Bites"
"Custard","North Indian","Indiranagar","Bar"
"Custard","North Indian","Indiranagar"," Casual Dining"
"Custard","North Indian","Malleshwaram","Dessert Parlor"
"Custard","North Indian","Koramangala 5th Block","Cafe"
"Custard","North Indian","Shivajinagar","Casual Dining"
"Custard","North Indian","Shivajinagar"," Bar"
"Custard","North Indian","Lavelle Road","Casual Dining"
"Custard","North Indian","Lavelle Road"," Bar"
"Custard","North Indian","Whitefield","Dessert Parlor"
"Custard","North Indian","JP Nagar","Casual Dining"
"Custard","North Indian","Nagawara","Casual Dining"
"Custard","North Indian","Bannerghatta Road","Pub"
"Custard","North Indian","Koramangala 4th Block","Quick Bites"
"Custard","North Indian","Whitefield","Delivery"
"Custard","North Indian","Malleshwaram","Quick Bites"
"Custard","North Indian","Indiranagar","Dessert Parlor"
"Custard Apple","Ice Cream","Sarjapur Road","Dessert Parlor"
"Custard Apple","Ice Cream","Koramangala 1st Block","Dessert Parlor"
"Custard Apple","Ice Cream","New BEL Road","Dessert Parlor"
"Custard Apple","Ice Cream","Koramangala 4th Block","Dessert Parlor"
"Custard Apple","Ice Cream","Kalyan Nagar","Dessert Parlor"
"Custard Apple","Ice Cream","Bannerghatta Road","Dessert Parlor"
"Custard Apple","Ice Cream","Malleshwaram","Dessert Parlor"
"Custard Apple Cream","Fast Food","Koramangala 5th Block","Beverage Shop"
"Custard Apple Cream","Fast Food","Koramangala 5th Block"," Quick Bites"
"Custard Apple Cream","Fast Food","Commercial Street","Quick Bites"
"Custard Apple Cream","Fast Food","Commercial Street"," Beverage Shop"
"Cut Fruits","North Indian","Residency Road","Casual Dining"
"Cutting Chai","Cafe","Indiranagar","Cafe"
"Daab Chingri","Bengali","Koramangala 5th Block","Quick Bites"
"Daab Chingri","Bengali","Church Street","Casual Dining"
"Daab Chingri","Bengali","Church Street"," Bar"
"Daab Chingri","Bengali","Koramangala 5th Block","Casual Dining"
"Daab Chingri","Bengali","Indiranagar","Casual Dining"
"Daal Baati Churma","North Indian","Indiranagar","Casual Dining"
"Daal Baati Churma","North Indian","Koramangala 7th Block","Casual Dining"
"Dabeli","Street Food","Koramangala 6th Block","Quick Bites"
"Dabeli","Street Food","Indiranagar","Cafe"
"Dabeli","Street Food","Indiranagar"," Dessert Parlor"
"Dabeli","Street Food","BTM","Quick Bites"
"Dabeli","Street Food","Koramangala 1st Block","Quick Bites"
"Dabeli","Street Food","Rajajinagar","Casual Dining"
"Dabeli","Street Food","Marathahalli","Quick Bites"
"Dabeli","Street Food","Banaswadi","Sweet Shop"
"Dabeli","Street Food","Banaswadi"," Quick Bites"
"Dabeli","Street Food","Jayanagar","Quick Bites"
"Dabeli","Street Food","Indiranagar","Pub"
"Dabeli","Street Food","Indiranagar","Quick Bites"
"Dabeli","Street Food","Basavanagudi","Quick Bites"
"Dabeli","Street Food","Whitefield","Takeaway"
"Dabeli","Street Food","Whitefield"," Delivery"
"Dabeli","Street Food","Malleshwaram","Cafe"
"Dabeli","Street Food","Malleshwaram","Quick Bites"
"Dabeli","Street Food","Whitefield","Quick Bites"
"Dabeli","Street Food","Yeshwantpur","Quick Bites"
"Dabeli","Street Food","Seshadripuram","Quick Bites"
"Dabeli","Street Food","Vijay Nagar","Quick Bites"
"Dabeli","Street Food","Vijay Nagar"," Beverage Shop"
"Dabeli","Street Food","Sanjay Nagar","Quick Bites"
"Dahi Aloo Puri","Street Food","Basavanagudi","Quick Bites"
"Dahi Bhalle","Fast Food","New BEL Road","Casual Dining"
"Dahi Bhalle","Fast Food","Kammanahalli","Casual Dining"
"Dahi Bhalle","Fast Food","Banashankari","Quick Bites"
"Dahi Bhalle","Fast Food","Old Airport Road","Quick Bites"
"Dahi Bhalle","Fast Food","HSR","Sweet Shop"
"Dahi Bhalle","Fast Food","Whitefield","Food Court"
"Dahi Bhalle","Fast Food","Sarjapur Road","Delivery"
